Name,DOI
Evaluation of fostering students' creativity in preparing aided recalls for revision courses using electronic revision and recapitulation tools 2.0,10.1080/0144929X.2011.653985
Challenges of knowledge management and creation in communities of practice organisations of Deaf and non-Deaf members: requirements for a Web platform,10.1080/0144929X.2011.650712
"Vol: 31, Issue: 9",
Editorial,10.1080/0144929X.2012.716254
Role of trialability in B2B e-business adoption: theoretical insights from two case studies,10.1080/0144929X.2010.497564
The role of Internet buyer's product familiarity and confidence in anchoring effect,10.1080/0144929X.2010.510210
Development and validation of a formative and a reflective measure for the assessment of online store usability,10.1080/0144929X.2010.529165
The antecedents of online financial service adoption: the impact of physical banking services on Internet banking acceptance,10.1080/0144929X.2010.549509
Perceptual differences of enterprise resource planning systems between management and operational end-users,10.1080/0144929X.2010.528027
Impact of top management team on firm performance in small and medium-sized enterprises adopting commercial open-source enterprise resource planning,10.1080/0144929X.2010.528029
Dual strategy for managing user resistance with business integration systems,10.1080/0144929X.2011.553744
Modelling dynamics in decision support systems,10.1080/0144929X.2010.535969
"Vol: 31, Issue: 10",
Editorial,10.1080/0144929X.2012.728385
The perceived rudeness of public cell phone behaviour,10.1080/0144929X.2010.520335
Understanding what determines consumers' expanded use of mobile videophones,10.1080/0144929X.2011.553739
The relation between usability and product success in cell phones,10.1080/0144929X.2011.596997
Providing customisation guidelines of mobile phones for manufacturers,10.1080/0144929X.2011.644581
An empirical analysis of smartphone personalisation: measurement and user variability,10.1080/0144929X.2012.687773
Digital games as creativity enablers for children,10.1080/0144929X.2010.526148
Impact of intangibility on perceived risk associated with online games,10.1080/0144929X.2011.624640
Playability: analysing user experience in video games,10.1080/0144929X.2012.710648
"Vol: 31, Issue: 11",
Knowledge sharing,10.1080/0144929X.2012.745277
Towards sharing life-log information with society,10.1080/0144929X.2010.510208
Understanding knowledge sharing between IT professionals  an integration of social cognitive and social exchange theory,10.1080/0144929X.2010.550320
Experience differences and continuance intention of blog sharing,10.1080/0144929X.2011.611822
A unified model of knowledge sharing behaviours: theoretical development and empirical test,10.1080/0144929X.2011.624637
"Effects of information technologies, department characteristics and individual roles on improving knowledge sharing visibility: a qualitative case study",10.1080/0144929X.2012.687770
"Knowledge-sharing in virtual communities: familiarity, anonymity and self-determination theory",10.1080/0144929X.2012.702355
"Vol: 31, Issue: 12",
EDITORIAL,10.1080/0144929X.2012.748137
"Assessing roles of people, technology and structure in emergency management systems: a public sector perspective",10.1080/0144929X.2010.510209
An elaboration likelihood model based longitudinal analysis of attitude change during the process of IT acceptance via education program,10.1080/0144929X.2010.547219
Location does not have to be destiny: student evaluation and integrity controls in a management accounting class,10.1080/0144929X.2010.526149
Editorial Board,10.1080/0144929X.2012.747295
"Vol: 30, Issue: 1",
Preface,10.1080/0144929X.2011.556006
A problem-solving approach to management of instructional systems design,10.1080/0144929X.2010.490958
Collaborative systems engineering and social-networking approach to design and modelling of smarter products,10.1080/0144929X.2010.490957
Design concerns in the engineering of virtual worlds for learning,10.1080/0144929X.2010.490922
Regional knowledge management: the perspective of management theory,10.1080/0144929X.2010.492240
Identity crisis: user perspectives on multiplicity and control in federated identity management,10.1080/01449290801987292
Sidestepping implementation traps when implementing knowledge management: lessons learned from Siemens,10.1080/01449291003650753
Understanding e-learning continuance intention: a negative critical incidents perspective,10.1080/01449291003752948
Predicting the continued use of Internet-based learning technologies: the role of habit,10.1080/0144929X.2010.490956
Statistical model for predicting roles and effects in learning community,10.1080/0144929X.2010.516017
"Knowledge management system adoption: exploring the effects of empowering leadership, task-technology fit and compatibility",10.1080/0144929X.2010.516018
Understanding knowledge-sharing behaviour in Wikipedia,10.1080/0144929X.2010.516019
"Vol: 30, Issue: 2",
Editorial,10.1080/0144929X.2011.559131
Textbook websites: user technology acceptance behaviour,10.1080/01449290903353021
How do internet surfers become online buyers? An integrative model of e-commerce acceptance,10.1080/01449291003656362
Integrating website usability with the electronic commerce acceptance model,10.1080/01449291003793785
Do I have to learn something new? Mental models and the acceptance of replacement technologies,10.1080/0144929X.2010.489665
Knowledge-sharing motivations affecting R&D employees' acceptance of electronic knowledge repository,10.1080/0144929X.2010.545146
Cloud computing adoption and usage in community colleges,10.1080/0144929X.2010.489118
An empirical examination of users' post-adoption behaviour of mobile services,10.1080/0144929X.2010.543702
Drivers and effects of enterprise resource planning post-implementation learning,10.1080/01449290903300923
Developing an appropriate design of blended learning with web-enabled self-regulated learning to enhance students' learning and thoughts regarding online learning,10.1080/0144929X.2010.514359
Effects of different metaphor usage on hypertext learning,10.1080/0144929X.2010.523899
Smart clothing  technology and applications,10.1080/0144929X.2011.556868
"Vol: 30, Issue: 3",
Editorial,10.1080/0144929X.2011.575052
Object-oriented modelling with unified modelling language 2.0 for simple software application based on agile methodology,10.1080/01449290903186231
Participatory design in OSS development: interpretive case studies in company and community OSS development contexts,10.1080/0144929X.2010.503351
Understanding OSS development in communities: the perspectives of ideology and knowledge sharing,10.1080/0144929X.2010.535853
"Crisis IT design implications for high risk systems: systems, control and information propositions",10.1080/0144929X.2010.535854
Do developers matter in system review?,10.1080/0144929X.2010.492877
Impact of restrictive composition policy on user password choices,10.1080/0144929X.2010.492876
Management of system development knowledge: a cognitive approach,10.1080/0144929X.2010.528451
Designing touchpad user-interfaces for vehicles: which tasks are most suitable?,10.1080/0144929X.2011.553743
Effects of sensorimotor transformations with graphical input devices,10.1080/01449291003660349
A study on how usability flaws in GUI design increase mouse movements and consequently may affect users' health,10.1080/0144929X.2010.529943
"Vol: 30, Issue: 4",
"Medical team meetings: utilising technology to enhance communication, collaboration and decision-making",10.1080/0144929X.2011.591576
Physical space and information space: studies of collaboration in distributed multi-disciplinary medical team meetings,10.1080/0144929X.2011.577194
References to personal experiences and scientific evidence during medical multi-disciplinary team meetings,10.1080/0144929X.2011.553746
Waiting times for cancer treatment: the impact of multi-disciplinary team meetings,10.1080/0144929X.2011.553747
Real-time multidisciplinary team meeting management systems. A comparison with paper records for staging completeness and waiting times,10.1080/0144929X.2011.582151
Sound of silence  changing from an oral to a computer-mediated handover,10.1080/0144929X.2010.547221
The ConStratO model of handover: a tool to support technology design and evaluation,10.1080/0144929X.2010.547220
Safe use of symbols in handover documentation for medical teams,10.1080/0144929X.2011.582147
Collaboration and learning in medical teams by using video conference,10.1080/0144929X.2011.577193
Meeting community needs through leadership and innovation: a case of virtual psychiatric emergency department (ED),10.1080/0144929X.2011.553745
Morality and expert systems: problem solving in medical team meetings,10.1080/0144929X.2011.553748
"Vol: 30, Issue: 5",
Editorial,10.1080/0144929X.2011.603956
A case study analysis of a constructionist knowledge building community with activity theory,10.1080/0144929X.2010.490921
Ontology-based empirical knowledge verification for professional virtual community,10.1080/0144929X.2010.549512
Exploring the antecedents of trust in virtual communities,10.1080/0144929X.2010.549513
How virtual community participation influences consumer loyalty intentions in online shopping contexts: an investigation of mediating factors,10.1080/0144929X.2011.553742
A comparison of empathic communication pattern for teenagers and older people in online support communities,10.1080/0144929X.2011.582146
Age-related differences in the initial usability of mobile device icons,10.1080/01449290903171308
Increased memory load during task completion when procedures are presented on mobile screens,10.1080/0144929X.2010.529944
Exploring factors influencing mobile users' intention to adopt multimedia messaging service,10.1080/01449290903377095
"Mobile device impairment  similar problems, similar solutions?",10.1080/01449291003801943
Exploring the logic of mobile search,10.1080/0144929X.2010.516020
"Vol: 30, Issue: 6",
Editorial,10.1080/0144929X.2011.633353
An investigation of the usability of the stylus pen for various age groups on personal digital assistants,10.1080/01449290903205437
Investigating the effects of multimodal feedback through tracking state in pen-based interfaces,10.1080/0144929X.2011.566938
Integrating discrete events and continuous head movements for video-based interaction techniques,10.1080/01449290903353013
Video-based person recognition using fovea intensity comparison code,10.1080/01449290903353047
Supporting dictation speech recognition error correction: the impact of external information,10.1080/01449290903353039
Colour size illusion on liquid crystal displays and design guidelines for bioinformatics tools,10.1080/01449291003692656
The influence of product aesthetics and user state in usability testing,10.1080/0144929X.2010.503352
Effects of typographic variables on eye-movement measures in reading Chinese from a screen,10.1080/0144929X.2010.523900
The effect of user characteristics on the efficiency of visual querying,10.1080/0144929X.2010.511264
Evaluating gaze-based interface tools to facilitate point-and-select tasks with small targets,10.1080/0144929X.2011.563801
The influence of different electronic maps and displays on performance and operator state in a geographic orientation task,10.1080/0144929X.2011.563793
Using the Internet for speech research: an evaluative study examining affect in speech,10.1080/0144929X.2011.577192
The promise of zoomable user interfaces,10.1080/0144929X.2011.586724
The handbook of humanmachine interaction  a human centered design approach,10.1080/0144929X.2011.603960
Behaviour & Information Technology Editorial Board 2011,10.1080/0144929X.2011.633354
"Vol: 29, Issue: 1",
Editorial,10.1080/01449290903515769
The expressive and conversational affordances of mobile messaging,10.1080/01449290701497079
Acceptability of an asynchronous learning forum on mobile devices,10.1080/01449290701806337
Measuring perceived interactivity of mobile advertisements,10.1080/01449290802666770
Exploring critical usability factors for handsets,10.1080/01449290802666747
Design guidelines for effective recommender system interfaces based on a usability criteria conceptual model: results from a college student population,10.1080/01449290903004012
Joint influence of online store attributes and offline operations on performance of multichannel retailers,10.1080/01449290701497202
Dogmas in the assessment of usability evaluation methods,10.1080/01449290801939400
"Vol: 29, Issue: 2",
Editorial,10.1080/01449291003656024
The effect of motor difficulty on the acquisition of a computer task: a comparison between young and older adults,10.1080/01449290701825139
An investigation of subjective operational biases in steering tasks evaluation,10.1080/01449290701773701
Pen pressure control in trajectory-based interaction,10.1080/01449290902904733
Beyond errors: measuring reliability for error-prone interaction devices,10.1080/01449290802196596
Anticipatory movement compatibility for virtual reality interaction devices,10.1080/01449290902765191
Increasing the geometric field of view in head mounted displays through proprioceptive task and multimodal feedback for effective close range interaction,10.1080/01449290903160459
"The relationship between monochronicity, polychronicity and individual characteristics",10.1080/01449290903222697
Improved link analysis method for user interface design  modified link table and optimisation-based algorithm,10.1080/01449290903233892
Writing and Designing Manuals and Warnings,10.1080/01449291003655976
"Vol: 29, Issue: 3",
Editorial,10.1080/0144929X.2010.481144
Perception of information security,10.1080/01449290701679361
The psychology of password management: a tradeoff between security and convenience,10.1080/01449290903121386
Individual attitude toward improvisation in information systems development,10.1080/01449290802164487
A structurational analysis of how course management systems are used in practice,10.1080/01449290802479745
What do computer science students think about software piracy?,10.1080/01449290902765076
How employees' perception of information technology application and their knowledge management capacity influence organisational performance,10.1080/01449290701852166
Investigating the role of identity and gender in technology mediated learning,10.1080/01449290902915754
Distance learning successa perspective from socio-technical systems theory,10.1080/01449290903544645
Book Review,10.1080/0144929X.2010.481146
"Vol: 29, Issue: 4",
Editorial,10.1080/0144929X.2010.493357
Knowledge contribution in virtual communities: accounting for multiple dimensions of social presence through social identity,10.1080/01449290903156622
Knowledge retrieval through virtual communities of practice,10.1080/01449290903548406
Does virtual team composition matter? Trait and problem-solving configuration effects on team performance,10.1080/01449291003752922
Students and social networking sites: the posting paradox,10.1080/01449290903042491
Predicting continuance in online communities: model development and empirical test,10.1080/01449290903398190
Relationship of metacognitive monitoring with interaction in an asynchronous online discussion forum,10.1080/01449291003692649
The use of information and communication technology in the sea fishing industry,10.1080/01449290802180210
Does government effort or citizen word-of-mouth determine e-Government service diffusion?,10.1080/01449291003639897
Cultural issues in developing E-Government in Malaysia,10.1080/01449290903300931
Building better government IT: understanding community beliefs and attitudes toward smart card technologies,10.1080/01449291003767938
"Vol: 29, Issue: 5",
Systems and applications,10.1080/0144929X.2010.511011
Exploring the evaluation framework of strategic information systems using repertory grid technique: a cognitive perspective from chief information officers,10.1080/01449290802121206
Stress training and simulator complexity: why sometimes more is less,10.1080/01449290903420184
A prototype Greek text to Greek Sign Language conversion system,10.1080/01449290903420192
Effects of communication style and time orientation on notification systems and anti-virus software,10.1080/01449290903490641
A benefitcost perspective of the consumer adoption of the mobile banking system,10.1080/01449290903490658
Assessing the suitability of process and information technology in supporting tacit knowledge transfer,10.1080/01449290903490666
A reference level for assessing the acceptable visual demand of in-vehicle information systems,10.1080/01449291003624212
Trust in medical technology by patients and healthcare providers in obstetric work systems,10.1080/01449291003752914
"Vol: 29, Issue: 6",
Online communities,10.1080/0144929X.2010.523615
Understanding continuance intention of knowledge creation using extended expectationconfirmation theory: an empirical study of Taiwan and China online communities,10.1080/01449290903401986
Elementary students' participation style in synchronous online communication and collaboration,10.1080/01449291003686195
What makes online community members commit? A social exchange perspective,10.1080/0144929X.2010.497563
Validating the distinction between computer addiction and engagement: online game playing and personality,10.1080/01449290903401978
Modelling the acceptance of internet sites with domestic-violence information,10.1080/01449291003752930
Online shopping viewed from a habit and value perspective,10.1080/0144929X.2010.501115
Connection between customer emotions and relationship quality in online music services,10.1080/01449290903235343
Behaviour & Information Technology,10.1080/0144929X.2010.527096
"Vol: 28, Issue: 1",
Editorial,10.1080/01449290902727324
Implementation of an electronic health records system in a small clinic: the viewpoint of clinic staff,10.1080/01449290701628178
A theoretical model of health information technology usage behaviour with implications for patient safety,10.1080/01449290601138245
"General practitioners' understanding pertaining to reliability, interactive and usability components associated with health websites",10.1080/01449290802187736
The influence of a knowledge-based system on designers' cognitive activities: a study involving professional web designers,10.1080/01449290701288833
Graph theory application and web page ranking for website link structure improvement,10.1080/01449290701840948
Factor structure of content preparation for e-business web sites: results of a survey of 428 industrial employees in the People's Republic of China,10.1080/01449290801903067
Information structure and practice as facilitators of deaf users' navigation in textual websites,10.1080/01449290801988290
"Vol: 28, Issue: 2",
Usability evaluation,10.1080/01449290902786510
User certification of workplace software: assessing both artefact and usage,10.1080/01449290701288775
The theoretical foundation and validity of a component-based usability questionnaire,10.1080/01449290701306510
Comparing of feedback-collection and think-aloud methods in program comprehension studies,10.1080/01449290701682761
Scrutinising usability evaluation: does thinking aloud affect behaviour and mental workload?,10.1080/01449290701773842
Multiple robot / single human interaction: effects on perceived workload,10.1080/01449290701288791
"Vol: 28, Issue: 3",
Usability,10.1080/01449290902910292
Comparison of different documentation styles for frameworks of object-oriented code,10.1080/01449290601152162
The emergence of object-oriented technology: the role of community,10.1080/01449290701494548
How to mitigate the significant negative influence of computer anxiety on ease of use perceptions,10.1080/01449290701494563
"Design and evaluation of smart home user interface: effects of age, tasks and intelligence level",10.1080/01449290701573978
"Effects of age, cognitive, and personal factors on PDA menu navigation performance",10.1080/01449290701679395
User interface evaluation of a multimedia CD-ROM for teaching minor skin surgery,10.1080/01449290701579868
Usability engineering laboratories: limitations and challenges toward a unifying tools/practices environment,10.1080/01449290701803482
Task-dependent processing of tables and graphs,10.1080/01449290701803516
"Vol: 28, Issue: 4",
"Acceptance, emotion and behaviour",10.1080/01449290903079808
"Exploring the emotional, aesthetic, and ergonomic facets of innovative product on fashion technology acceptance model",10.1080/01449290701763454
The effect of online store atmosphere on consumer's emotional responses  an experimental study of music and colour,10.1080/01449290701770574
Understanding consumer intention in online shopping: a respecification and validation of the DeLone and McLean model,10.1080/01449290701850111
Understanding customers' loyalty intentions towards online shopping: an integration of technology acceptance model and fairness theory,10.1080/01449290801892492
An empirical investigation of a modified technology acceptance model of IPTV,10.1080/01449290701814232
Modelling electronic customer relationship management success: functional and temporal considerations,10.1080/01449290802030373
The intentionbehaviour gap in technology usage: the moderating role of attitude strength,10.1080/01449290802121230
"Vol: 28, Issue: 5",
Editorial,10.1080/01449290903198335
Virtual communities as a resource for the development of OSS projects: the case of Linux ports to embedded processors,10.1080/01449290903121394
Examination of cognitive absorption influencing the intention to use a virtual community,10.1080/01449290701662169
Determinants of success for online communities: an analysis of three communities in terms of members' perceived professional development,10.1080/01449290802005995
Gender differences in website production and preference aesthetics: preliminary implications for ICT in education and beyond,10.1080/01449290802332662
Understanding user interface needs of e-commerce web sites,10.1080/01449290903121378
A user study of accessing web applications via voice cellular phone: a model comparison approach,10.1080/01449290802479711
Features and predictors of problematic internet use in Chinese college students,10.1080/01449290701485801
"Vol: 28, Issue: 6",
Editorial,10.1080/01449290903343600
"Behaviour modelling, instruction and exploration training approaches in group and individual contexts",10.1080/01449290601177037
Action-oriented classification of families' information and communication actions: exploring mothers' viewpoints,10.1080/01449290701288379
An efficient approach for the maintenance of user behaviours,10.1080/01449290701820908
Effect of trust level on mobile banking satisfaction: a multi-group analysis of information system success instruments,10.1080/01449290802506562
The amplification effects of procedural justice on a threat control model of information systems security behaviours,10.1080/01449290802556021
Information systems in the wild: supporting activity in the world,10.1080/01449290903188971
"Vol: 27, Issue: 1",
Editorial,10.1080/01449290801973284
Comparing the effects of website quality on customer initial purchase and continued purchase at e-commerce websites,10.1080/01449290600801959
Effect of indirect information on system trust and control allocation,10.1080/01449290600874956
Exploring anchoring effect and the moderating role of repeated anchor in electronic commerce,10.1080/01449290600874998
Content preparation for cross-cultural e-commerce: a review and a model,10.1080/01449290601088424
Critical purchasing incidents in e-business,10.1080/01449290601138385
Managing readiness in enterprise systems-driven organizational change,10.1080/01449290701398475
Development and validation of a computer expertise questionnaire for older adults,10.1080/01449290701760633
"Vol: 27, Issue: 2",
You are never alone with a computerSocial issues,10.1080/01449290801997309
Structural reproduction of social networks in computer-mediated communication forums,10.1080/01449290600802429
How do different types of intragroup conflict affect group potency in virtual compared with face-to-face teams? A longitudinal study,10.1080/01449290600875151
Factors affecting members' trust belief and behaviour intention in virtual communities,10.1080/01449290600961910
Bridging the gap between students and computers: supporting activity awareness for network collaborative learning with GSM network,10.1080/01449290601054772
Exploring computer-based multilingual negotiation support for EnglishChinese dyads: can we negotiate in our native languages?,10.1080/01449290601111135
Factors influencing feature usage in work-related communication,10.1080/01449290601111218
Beliefs about the social roles and capabilities of computing technology: development of the computing technology continuum of perspective,10.1080/01449290600959104
The top 10 greatest screen legends and what their definitive roles demonstrate about management and organizational behaviour,10.1080/01449290600875177
"Vol: 27, Issue: 3",
Editorial,10.1080/01449290802208318
Evaluating websites for older adults: adherence to senior-friendly guidelines and end-user performance,10.1080/01449290600802031
Continued use of a Chinese online portal: an empirical study,10.1080/01449290600802403
Back vs. stack: training the correct mental model affects web browsing,10.1080/01449290600956357
Understanding individual investor's behavior with financial information disclosed on the web sites,10.1080/01449290601138146
Online privacy control via anonymity and pseudonym: Cross-cultural implications,10.1080/01449290601156817
Lost in translation: investigating the ambiguity of availability cues in an online media space,10.1080/01449290600874865
Comparative usability evaluation (CUE-4),10.1080/01449290600959062
"Vol: 27, Issue: 4",
Special issue of Behavioural and Information Technology with key note lectures and selected papers from the 8th international conference on Work With Computing Systems 2007  WWCS 2007  in Stockholm May 21st24th 2007,10.1080/01449290802230395
History of WWDU Conferences  A personal view,10.1080/01449290802127260
Good computing systems for everyone  how on earth? Cultural aspects,10.1080/01449290701761250
Usability and interaction design  new challenges for the Scandinavian tradition,10.1080/01449290701760682
Case study: integrating usability activities in a software development process,10.1080/01449290701766325
A case study of three software projects: can software developers anticipate the usability problems in their software?,10.1080/01449290701766358
"Visual cognitive performance of elderly people: effects on reading time of age, character size and visual distance",10.1080/01449290701760583
Foundations of an age-differentiated adaptation of the human-computer interface,10.1080/01449290701760591
Development and validation of a computer expertise questionnaire for older adults,10.1080/01449290802127153
Cultural influences on the comprehensibility of icons in mobilecomputer interaction,10.1080/01449290802228399
Learning to interact with a computer by gaze,10.1080/01449290701760641
Use of information and communication technology to supply health-care services to nomadic patients: An explorative survey,10.1080/01449290701760658
"Vol: 27, Issue: 5",
Editorial,10.1080/01449290802416317
Effective advertising on mobile phones: a literature review and presentation of results from 53 case studies,10.1080/01449290600958882
The effects of information quality of mobile information services on user satisfaction and service acceptanceempirical evidence from Finland,10.1080/01449290601177003
Directional bias in scrolling tasks: a study of users' scrolling behaviour using a mobile text-entry strategy,10.1080/01449290600958981
Do video clips add more value than audio clips? Presenting industrial research and development results using multimedia,10.1080/01449290600959146
User developed application success: sources and effects of involvement,10.1080/01449290601110715
Making the law accessible to non-lawyers: effects of different kinds of expertise on perceived usability of online legal information services,10.1080/01449290601111002
Adaptively shortened pull down menus: location knowledge and selection efficiency,10.1080/01449290701497095
Keeping our network safe: a model of online protection behaviour,10.1080/01449290600879344
"Vol: 27, Issue: 6",
Editorial,10.1080/01449290802589451
Effective user involvement in product development by improving the analysis of user needs,10.1080/01449290601111051
Towards an account of intuitiveness,10.1080/01449290701292330
Measuring success of electronic trading in the insurance industry: operationalising the disconfirmation of expectations paradigm,10.1080/01449290601177029
"A technological acceptance of e-learning tools used in practical and laboratory teaching, according to the European higher education area",10.1080/01449290600958965
Detrimental effects of earphone conversation on auditory environmental monitoring of visually impaired people,10.1080/01449290601176971
"Vol: 26, Issue: 1",
Computer support for learning communities,10.1080/01449290600811495
Supporting community-based learning: case study of a geographical community organization designing its website,10.1080/01449290600811503
Fostering an informal learning community of computer technologies at school,10.1080/01449290600811511
Implementing virtual collaborative inquiry practises in a middle-school context,10.1080/01449290600811529
"Learning in asynchronous discussion groups: a multilevel approach to study the influence of student, group and task characteristics",10.1080/01449290600811578
Facilitating asynchronous discussions in learning communities: the impact of moderation strategies,10.1080/01449290600811594
Reality is our laboratory: communities of practice in applied computer science,10.1080/01449290600811636
"Vol: 26, Issue: 2",
Editorial,10.1080/01449290701300976
A study into the effects of personality type and methodology on cohesion in software engineering teams,10.1080/01449290500102110
Information systems security and human behaviour,10.1080/01449290500330299
End-user adoption of animated interface agentsin everyday work applications,10.1080/01449290500260538
Predicting effectiveness of children participants in user testing based on personality characteristics,10.1080/01449290500330372
A survey of what customers want in a cell phone design,10.1080/01449290500128214
Constructing Chinese characters: keypad design for mobile phones,10.1080/01449290500094333
Using Hollywood's greatest film scenes to illustrate concepts of organisational behaviour and management,10.1080/01449290500066679
"Vol: 26, Issue: 3",
"Never apologise, never explain",10.1080/01449290701432118
Website task performance by older adults,10.1080/01449290500402668
Natural language interface for information management on mobile devices,10.1080/01449290500402726
An approach for designing composite metaphors for user interfaces,10.1080/01449290500402528
Evaluating the behaviour of information systems developers: the relevance and utility of paradigms,10.1080/01449290600877413
A theory of personalisation of appearance: quantitative evaluation of qualitatively derived data,10.1080/01449290500348168
Improving the match between callers and receivers: A study on the effect of contextual information on cell phone interruptions,10.1080/01449290500402338
Colour induction on computer displaysadjacency and shape effects,10.1080/01449290500402429
"Vol: 26, Issue: 4",
Designing computer systems for and with older users,10.1080/01449290601173424
Supporting intergenerational groups in computer-supported cooperative work (CSCW),10.1080/01449290601173473
How older people account for their experiences with interactive technology,10.1080/01449290601173499
Embracing ambiguity in the design of non-stigmatizing digital technology for social interaction among senior citizens,10.1080/01449290601173549
Now what was that password again? A more flexible way of identifying and authenticating our seniors,10.1080/01449290601173770
Forum Theatre as a requirements gathering methodology in the design of a home telecommunication system for older adults,10.1080/01449290601177045
Interface design and engagement with older people,10.1080/01449290601176930
Methods for humancomputer interaction research with older people,10.1080/01449290601176948
"Vol: 26, Issue: 5",
New forms of organisation and communication,10.1080/01449290701597548
The effects from technology-mediated interaction and openness in virtual team performance measures,10.1080/01449290500402809
Employees' attitudes towards Telecommuting. An empirical investigation in the Egyptian Governorate of Dakahlia,10.1080/01449290500535426
The role of presence awareness in organizational communication: An exploratory field experiment,10.1080/01449290500484450
Unintended consequences of computer-mediated communications,10.1080/01449290500535343
Application of TPB to punctuation usage in instant messaging,10.1080/01449290600647378
Voting with their seats: computer laboratory design and the casual user,10.1080/01449290500489277
Analyses of user rationality and system learnability: performing task variants in user tests,10.1080/01449290500484559
Organizational software piracy: an empirical assessment,10.1080/01449290500483577
"Vol: 26, Issue: 6",
Editorial,10.1080/01449290701714622
Investigating the problems faced by older adults and people with disabilities in online environments,10.1080/01449290600740868
A comparative study of mobile map displays in a geographic orientation task,10.1080/01449290600959021
The impact of information technology on individual and firm marketing performance,10.1080/01449290600571610
"User acceptance of context-aware services: self-efficacy, user innovativeness and perceived sensitivity on contextual pressure",10.1080/01449290600709111
Contextualising design: Aspects of using usability context analysis and hierarchical task analysis for software design,10.1080/01449290600740835
Online stickiness: its antecedents and effect on purchasing intention,10.1080/01449290600740843
Hidden menu options in automated humancomputer telephone dialogues: dissonance in the user's mental model,10.1080/01449290600717783
Collegial verbalisationa case study on a new method on information acquisition,10.1080/01449290600801934
DiTV and e-commerce among disadvantaged community groups,10.1080/01449290600709137
A course model implemented in a teacher's learning community context: issues of course assessment,10.1080/01449290600691210
"Vol: 25, Issue: 1",
Editorial,10.1080/01449290612331392371
"Internationalisation of e-commerce: a comparison of online shopping preferences among Korean, Turkish and US populations",10.1080/01449290512331335636
Exploring the influence of gender on the web usage via partial least squares,10.1080/01449290500124536
Work on the bridgestudies of officers on high-speed ferries,10.1080/01449290500066711
Accessibility of ATMS for the functionally illiterate through icon-based interfaces,10.1080/01449290500102128
Width guidelines for rectangular objects with penetrable and impenetrable borders,10.1080/01449290500102086
"Vol: 25, Issue: 2",
User experience-a research agenda,10.1080/01449290500330331
User interfaces and consumer perceptions of online stores: The role of telepresence,10.1080/01449290500330398
Attention web designers: You have 50 milliseconds to make a good first impression!,10.1080/01449290500330448
Interdisciplinary criticism: Analysing the experience of riot! a location-sensitive digital narrative,10.1080/01449290500331131
Using psychophysiological techniques to measure user experience with entertainment technologies,10.1080/01449290500331156
Affectemes and allaffects: A novel approach to coding user emotional expression during interactive experiences,10.1080/01449290500331164
Adding method to meaning: A technique for exploring peoples' experience with technology,10.1080/01449290500331172
Usability beyond the website: An empirically-grounded e-commerce evaluation instrument for the total customer experience,10.1080/01449290500331198
"Vol: 25, Issue: 3",
Editorial,10.1080/01449290612331392876
Assessing the information environment in intensive care units,10.1080/01449290500167907
Modelling consumer intention to use gambling technologies: an innovative approach,10.1080/01449290500167840
A study of the suitability of videophones for psychometric assessment,10.1080/01449290500195585
Workplace user frustration with computers: an exploratory investigation of the causes and severity,10.1080/01449290500196963
A study of presentations of mobile web banners for location-based information and entertainment information websites,10.1080/01449290500222009
A survey of usability capability maturity models: implications for practice and research,10.1080/01449290500168079
"Vol: 25, Issue: 4",
Computers and accessibility,10.1080/01449290600632776
Representing coordination and non-coordination in American Sign Language animations,10.1080/01449290600636769
A user study on tactile graphic generation methods,10.1080/01449290600636694
An investigation of handheld device use by older adults with age-related macular degeneration,10.1080/01449290600636512
Evaluating non-speech sound visualizations for the deaf,10.1080/01449290600636488
Designing the user interface of the computer-based speech training system ARTUR based on early user tests,10.1080/01449290600636702
3D sound interactive environments for blind children problem solving skills,10.1080/01449290600636660
"Vol: 25, Issue: 5",
Editorial,10.1080/01449290612331393145
Evaluating causes and consequences of turnover intention among IT workers: the development of a questionnaire survey,10.1080/01449290500102144
LTV model in consultant sector. Case study: mental health clinic,10.1080/01449290500168087
The effect of computer self-efficacy on enterprise resource planning usage,10.1080/01449290500168103
On keys' meanings and modes: the impact of different key solutions on children's efficiency using a mobile phone,10.1080/01449290500197086
Important context changes for talking and text messaging during homeward commutes,10.1080/01449290500330240
The influence of alarm timing on driver response to collision warning systems following system failure,10.1080/01449290500167824
"Vol: 25, Issue: 6",
Editorial,10.1080/01449290612331393280
Improving deaf users' accessibility in hypertext information retrieval: are graphical interfaces useful for them?,10.1080/01449290500331180
Measuring task-specific perceptions of the world wide web,10.1080/01449290500347962
Determinants of success for online communities: an empirical study,10.1080/01449290500330422
Creating names for retrieval by self and others,10.1080/01449290600787919
To buy or not to buy online: adopters and non-adopters of online shopping in Singapore,10.1080/01449290500256155
Iterative process of design and evaluation of icons for interactive TV menu,10.1080/01449290500167832
